URL,Countries_Filled,Country_Code,Continent,Companies,Company Headquarters,HQ_Country,HQ_Continent
https://www.business-humanrights.org/en/latest-news/skandia-response/,ID|MY,ID,Asia,Skandia,SE,SE,Europe
https://www.business-humanrights.org/en/latest-news/skandia-response/,ID|MY,MY,Asia,Skandia,SE,SE,Europe
https://www.business-humanrights.org/en/latest-news/bhp-billiton-response-3/,ID|MY,ID,Asia,BHP,AU,AU,Australia
https://www.business-humanrights.org/en/latest-news/bhp-billiton-response-3/,ID|MY,MY,Asia,BHP,AU,AU,Australia
https://www.business-humanrights.org/en/latest-news/aak-response/,ID|MY,ID,Asia,AAK,SE,SE,Europe
https://www.business-humanrights.org/en/latest-news/aak-response/,ID|MY,MY,Asia,AAK,SE,SE,Europe
https://www.business-humanrights.org/en/latest-news/burger-king-didnt-respond/,US,US,North America,Burger King,US,US,North America
https://www.business-humanrights.org/en/latest-news/burger-king-não-respondeu/,BO|BR,BO,South America,Burger King,US,US,North America
https://www.business-humanrights.org/en/latest-news/burger-king-não-respondeu/,BO|BR,BR,South America,Burger King,US,US,North America
https://www.business-humanrights.org/en/latest-news/reli-assets-holding-non-response/,TZ,TZ,Africa,Reli Assets Holding,TZ,TZ,Africa
https://www.business-humanrights.org/en/latest-news/respuesta-de-enel-emgesa/,CO,CO,South America,Enel,IT,IT,Europe
https://www.business-humanrights.org/en/latest-news/carta-abierta-de-monsanto-acerca-del-tribunal-a-monsanto/,Global,Global,Global,Monsanto (part of Bayer),US,US,North America
https://www.business-humanrights.org/en/latest-news/seven-suns-development-did-not-respond/,RU,RU,Europe,Seven Suns Development,RU,RU,Europe
https://www.business-humanrights.org/en/latest-news/dalpiterstroy-did-not-respond/,RU,RU,Europe,Dalpiterstroy,RU,RU,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-femsa-y-coca-cola-femsa/,MX,MX,South America,Coca-Cola FEMSA|FEMSA,MX,MX,South America
https://www.business-humanrights.org/en/latest-news/coca-cola-femsa-femsa-reponse/,MX,MX,South America,Coca-Cola FEMSA|FEMSA,MX,MX,South America
https://www.business-humanrights.org/en/latest-news/cfe-no-respondió-4/,MX,MX,South America,Comisión Federal de Electricidad (CFE),MX,MX,South America
https://www.business-humanrights.org/en/latest-news/cfe-did-not-respond/,MX,MX,South America,Comisión Federal de Electricidad (CFE),MX,MX,South America
https://www.business-humanrights.org/en/latest-news/antwort-von-aldi-nord/,CL|DE,CL,South America,ALDI Nord,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-von-aldi-nord/,CL|DE,DE,Europe,ALDI Nord,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-von-aldi-süd/,CL|DE,CL,South America,ALDI South,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-von-aldi-süd/,CL|DE,DE,Europe,ALDI South,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-von-alnatura/,CL|DE,CL,South America,Alnatura,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-von-alnatura/,CL|DE,DE,Europe,Alnatura,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/aldi-nord-response-2/,CL,CL,South America,ALDI Nord,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/aldi-süd-response-2/,CL,CL,South America,ALDI South,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/alnatura-response/,CL,CL,South America,Alnatura,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/aureus-mining-response/,LR,LR,Africa,Aureus Mining,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/standard-bank-response/,ZA|ZM,ZA,Africa,Standard Bank,ZA,ZA,Africa
https://www.business-humanrights.org/en/latest-news/standard-bank-response/,ZA|ZM,ZM,Africa,Standard Bank,ZA,ZA,Africa
https://www.business-humanrights.org/en/latest-news/investec-response/,CD|ZA,CD,Africa,Investec,ZA,ZA,Africa
https://www.business-humanrights.org/en/latest-news/investec-response/,CD|ZA,ZA,Africa,Investec,ZA,ZA,Africa
https://www.business-humanrights.org/en/latest-news/dragon-capital-response/,CN|VN,CN,Asia,Dragon Capital Group,VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/dragon-capital-response/,CN|VN,VN,Asia,Dragon Capital Group,VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/vietnam-investment-group-response/,KH,KH,Asia,Vietnam Investment Group,VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/raiffeisen-bank-international-response/,ID|MM|TH,ID,Asia,Raiffeisen Zentralbank (RZB Group),AT,AT,Europe
https://www.business-humanrights.org/en/latest-news/raiffeisen-bank-international-response/,ID|MM|TH,MM,Asia,Raiffeisen Zentralbank (RZB Group),AT,AT,Europe
https://www.business-humanrights.org/en/latest-news/raiffeisen-bank-international-response/,ID|MM|TH,TH,Asia,Raiffeisen Zentralbank (RZB Group),AT,AT,Europe
https://www.business-humanrights.org/en/latest-news/energy-earth-did-not-respond/,MM|TH,MM,Asia,Energy Earth,TH,TH,Asia
https://www.business-humanrights.org/en/latest-news/energy-earth-did-not-respond/,MM|TH,TH,Asia,Energy Earth,TH,TH,Asia
https://www.business-humanrights.org/en/latest-news/vietinbank-did-not-respond/,VN,VN,Asia,VietinBank,VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/vietnam-electricity-evn-did-not-respond/,KH|VN,KH,Asia,Vietnam Electricity,VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/vietnam-electricity-evn-did-not-respond/,KH|VN,VN,Asia,Vietnam Electricity,VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/postal-savings-bank-of-china-did-not-respond/,MM|TH,MM,Asia,Postal Savings Bank of China (PSBC),CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/postal-savings-bank-of-china-did-not-respond/,MM|TH,TH,Asia,Postal Savings Bank of China (PSBC),CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/china-asean-investment-cooperation-fund-did-not-respond/,LA,LA,Asia,China-ASEAN Investment Cooperation Fund (CAF),CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/tesco-response/,PH,PH,Asia,Tesco,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/sein-together-did-not-respond/,PH,PH,Asia,Sein Together,KR,KR,Asia
https://www.business-humanrights.org/en/latest-news/acacias-response-2/,TZ,TZ,Africa,Acacia (formerly African Barrick Gold),GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/anglogold-ashanti-response/,TZ,TZ,Africa,AngloGold Ashanti,ZA,ZA,Africa
https://www.business-humanrights.org/en/latest-news/bdo-unibank-did-not-respond/,PH,PH,Asia,BDO Unibank,PH,PH,Asia
https://www.business-humanrights.org/en/latest-news/rizal-commercial-banking-corporation-did-not-respond/,PH,PH,Asia,Rizal Commercial Banking Corporation,PH,PH,Asia
https://www.business-humanrights.org/en/latest-news/vietnam-rubber-group-did-not-respond/,KH|LA|VN,KH,Asia,Vietnam Rubber Group,VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/vietnam-rubber-group-did-not-respond/,KH|LA|VN,LA,Asia,Vietnam Rubber Group,VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/vietnam-rubber-group-did-not-respond/,KH|LA|VN,VN,Asia,Vietnam Rubber Group,VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/hoang-anh-gia-lai-hagl-did-not-respond-2/,KH,KH,Asia,Hoang Anh Gia Lai (HAGL),VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/gemadept-did-not-respond/,KH,KH,Asia,Gemadept,VN,VN,Asia
https://www.business-humanrights.org/en/latest-news/three-gorges-did-not-respond/,LA|TH,LA,Asia,China Three Gorges Corporation (CTG),CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/three-gorges-did-not-respond/,LA|TH,TH,Asia,China Three Gorges Corporation (CTG),CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/resposta-da-suzano-papel-e-celulose/,BR,BR,South America,Suzano Papel e Celulose,BR,BR,South America
https://www.business-humanrights.org/en/latest-news/suzano-papel-e-celulose-response/,BR,BR,South America,Suzano Papel e Celulose,BR,BR,South America
https://www.business-humanrights.org/en/latest-news/antwort-von-rewe/,CL|DE,CL,South America,REWE Group,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-von-rewe/,CL|DE,DE,Europe,REWE Group,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/rewe-response/,CL|DE,CL,South America,REWE Group,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/rewe-response/,CL|DE,DE,Europe,REWE Group,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/vedanta-resources-response-2/,IN,IN,Asia,Vedanta Resources Limited,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/nedbank-response/,BW,BW,Africa,Nedbank (Nedcor),ZA,ZA,Africa
https://www.business-humanrights.org/en/latest-news/tullow-oil-did-not-respond/,KE,KE,Africa,Tullow Oil,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/ahli-united-bank-response/,EG,EG,Africa,Ahli United Bank,BH,BH,Asia
https://www.business-humanrights.org/en/latest-news/response-by-hudbay-minerals/,CA|PE,CA,North America,Hudbay Minerals,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/response-by-hudbay-minerals/,CA|PE,PE,South America,Hudbay Minerals,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/fyffes-response/,HN,HN,South America,Fyffes,IE,IE,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-fyffes/,HN,HN,South America,Fyffes,IE,IE,Europe
https://www.business-humanrights.org/en/latest-news/iffco-did-not-respond/,EG,EG,Africa,International Foodstuffs Co. (IFFCO),AE,AE,Asia
https://www.business-humanrights.org/en/latest-news/dongfang-electric-did-not-respond/,EG,EG,Africa,Dongfang Electric,CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/general-electric-did-not-respond/,EG,EG,Africa,General Electric (GE),US,US,North America
https://www.business-humanrights.org/en/latest-news/citi-response-re-dakota-access-pipeline/,US,US,North America,Citigroup,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-by-tahoe-resources/,CA,CA,North America,Tahoe Resources (now Pan American Silver),CA,CA,North America
https://www.business-humanrights.org/en/latest-news/mizuho-response-re-dakota-access-pipeline/,JP,JP,Asia,Mizuho Financial Group,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/bank-of-tokyo-mitsubishi-ufj-did-not-respond-re-dakota-access-pipeline/,JP,JP,Asia,Bank of Tokyo-Mitsubishi UFJ (part of Mitsubishi UFJ),JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/smbc-nikko-securities-did-not-respond-re-dakota-access-pipeline/,JP,JP,Asia,SMBC Nikko Securities,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/toronto-dominion-bank-responded-re-dakota-access-pipeline/,CA,CA,North America,Toronto-Dominion Bank (TD Bank),US,US,North America
https://www.business-humanrights.org/en/latest-news/eni-response-4/,NG,NG,Africa,Eni,IT,IT,Europe
https://www.business-humanrights.org/en/latest-news/sumitomo-response-2/,JP,JP,Asia,Sumitomo Group,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/respuesta-de-sumitomo/,HN,HN,South America,Sumitomo Group,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/wells-fargos-response-re-dakota-access-pipeline/,US,US,North America,Wells Fargo,US,US,North America
https://www.business-humanrights.org/en/latest-news/respuesta-de-ecopetrol-6/,CO,CO,South America,Ecopetrol,CO,CO,South America
https://www.business-humanrights.org/en/latest-news/ahli-united-bank-egypt-responds-to-allegations-by-egyptian-human-rights-defender/,EG,EG,Africa,Ahli United Bank,BH,BH,Asia
https://www.business-humanrights.org/en/latest-news/respuesta-de-hilton/,HN,HN,South America,Hilton,US,US,North America
https://www.business-humanrights.org/en/latest-news/black-creek-no-respondió/,MX,MX,South America,Black Creek Group,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-by-eldorado-gold/,CA|RO,CA,North America,Eldorado Gold,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/response-by-eldorado-gold/,CA|RO,RO,Europe,Eldorado Gold,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/solway-group-response/,GT,GT,South America,Solway Group,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-incauca/,CO,CO,South America,Incauca (part of Organización Ardila Lülle)|Organización Ardila Lülle,CO,CO,South America
https://www.business-humanrights.org/en/latest-news/cronimet-response/,AM,AM,Asia,Cronimet,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-veolia-2/,MX,MX,South America,Veolia (formerly Vivendi Environnement),FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/veolia-response/,MX,MX,South America,Veolia (formerly Vivendi Environnement),FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/itochu-response/,ID|MY,ID,Asia,Itochu,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/itochu-response/,ID|MY,MY,Asia,Itochu,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/oji-response/,ID|KH|LA|VN,ID,Asia,Oji Paper,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/oji-response/,ID|KH|LA|VN,KH,Asia,Oji Paper,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/oji-response/,ID|KH|LA|VN,LA,Asia,Oji Paper,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/oji-response/,ID|KH|LA|VN,VN,Asia,Oji Paper,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/wilmar-response-2/,ID|MY,ID,Asia,Wilmar International,SG,SG,Asia
https://www.business-humanrights.org/en/latest-news/wilmar-response-2/,ID|MY,MY,Asia,Wilmar International,SG,SG,Asia
https://www.business-humanrights.org/en/latest-news/antwort-von-hugo-boss-2/,DE,DE,Europe,Hugo Boss,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/hugo-boss-response-4/,DE,DE,Europe,Hugo Boss,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/bp-response-4/,AZ,AZ,Asia,bp,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/honduras-hydroelectric-agua-zarca-comments-on-guardians-article-regarding-funding-withdrawals-connection-to-berta-caceres-murder/,HN,HN,South America,Desarrollos Energéticos (DESA),HN,HN,South America
https://www.business-humanrights.org/en/latest-news/mozambique-green-resources-response/,MZ,MZ,Africa,Green Resources,NO,NO,Europe
https://www.business-humanrights.org/en/latest-news/eastman-response/,US,US,North America,Eastman Chemical,US,US,North America
https://www.business-humanrights.org/en/latest-news/international-paper-response/,US,US,North America,International Paper,US,US,North America
https://www.business-humanrights.org/en/latest-news/owens-corning-response/,US,US,North America,Owens Corning,US,US,North America
https://www.business-humanrights.org/en/latest-news/sabic-response/,US,US,North America,SABIC,SA,SA,Asia
https://www.business-humanrights.org/en/latest-news/chiquita-response/,CO,CO,South America,Chiquita,US,US,North America
https://www.business-humanrights.org/en/latest-news/réponse-de-chiquita/,CO,CO,South America,Chiquita,US,US,North America
https://www.business-humanrights.org/en/latest-news/moçambique-resposta-da-portucel-moçambique/,MZ,MZ,Africa,Portucel Moçambique,MZ,MZ,Africa
https://www.business-humanrights.org/en/latest-news/ترجمة-غير-رسمية-لرد-مجموعة-شركات-السويس-للأسمنت-بشأن-الانتقادات-الموجهة-لشركة-طرة-للأسمنت-بخصوص-القبض-على-عمال-الأمن/,EG,EG,Africa,Heidelberg Materials (HeidelbergCement)|Tourah Portland Cement Company (part of Heidelberg Cement),DE|EG,DE,Europe
https://www.business-humanrights.org/en/latest-news/ترجمة-غير-رسمية-لرد-البنك-الأهلي-المتحد-مصر-بخصوص-تجميد-أموال-المحامية-عزة-سليمان-وشركة-محامون-من-أجل-العدل-والسلام/,EG,EG,Africa,Ahli United Bank,BH,BH,Asia
https://www.business-humanrights.org/en/latest-news/ترجمة-غير-رسمية-للرد-الثاني-للبنك-الأهلي-المتحد-مصر-بخصوص-تجميد-أموال-المحامية-عزة-سليمان-وشركة-محامون-من-أجل-العدل-والسلام/,EG,EG,Africa,Ahli United Bank,BH,BH,Asia
https://www.business-humanrights.org/en/latest-news/respuesta-de-conersa/,HN,HN,South America,Compañía de Energía de San Francisco (CONERSA) [part of Grupo de Energías Renovables (Green)],HN,HN,South America
https://www.business-humanrights.org/en/latest-news/conersa-response/,HN,HN,South America,Compañía de Energía de San Francisco (CONERSA) [part of Grupo de Energías Renovables (Green)],HN,HN,South America
https://www.business-humanrights.org/en/latest-news/réponse-de-conersa/,HN,HN,South America,Compañía de Energía de San Francisco (CONERSA) [part of Grupo de Energías Renovables (Green)],HN,HN,South America
https://www.business-humanrights.org/en/latest-news/antwort-der-landesbank-baden-württemberg/,DE,DE,Europe,Landesbank Baden-Württemberg,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-der-kfw-2/,DE,DE,Europe,KfW,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/glencores-response-to-report-by-misereor-red-sombra-and-facing-finance/,CH,CH,Europe,Glencore,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/titan-cement-response/,EG,EG,Africa,Titan Cement,GR,GR,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-condor-gold/,NI,NI,South America,Condor Gold,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/ترجمة-غير-رسمية-لرد-شركة-تيتان-للأسمنت/,EG,EG,Africa,Titan Cement,GR,GR,Europe
https://www.business-humanrights.org/en/latest-news/kazmunaygas-did-not-respond/,KZ,KZ,Asia,KazMunaiGas,KZ,KZ,Asia
https://www.business-humanrights.org/en/latest-news/oil-construction-company-did-not-respond/,KZ,KZ,Asia,Oil Construction Company,KZ,KZ,Asia
https://www.business-humanrights.org/en/latest-news/bayers-response-3/,DE|IN,DE,Europe,Bayer|Bayer CropScience (part of Bayer),DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/bayers-response-3/,DE|IN,IN,Asia,Bayer|Bayer CropScience (part of Bayer),DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/syngentas-response/,CH|IN,CH,Europe,Syngenta,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/syngentas-response/,CH|IN,IN,Asia,Syngenta,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/nso-group-responded/,MX,MX,South America,NSO Group,IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/antwort-der-hsh-nordbank/,DE,DE,Europe,Hamburg Commercial Bank,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-der-commerzbank/,DE,DE,Europe,Commerzbank,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-der-deutschen-bank-2/,DE,DE,Europe,Deutsche Bank,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/guangzhou-dong-song-non-response/,UG,UG,Africa,Guangzhou Dongsong Energy Group,CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/nilefos-non-response/,UG,UG,Africa,Nilefos Minerals,UG,UG,Africa
https://www.business-humanrights.org/en/latest-news/acacias-response-3/,TZ,TZ,Africa,Acacia (formerly African Barrick Gold),GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/pepsis-response-re-conflict-between-its-climate-commitments-and-participation-in-us-chamber-of-commerce/,US,US,North America,PepsiCo,US,US,North America
https://www.business-humanrights.org/en/latest-news/gaps-response-re-conflict-between-its-climate-commitments-and-participation-in-us-chamber-of-commerce/,US,US,North America,Gap,US,US,North America
https://www.business-humanrights.org/en/latest-news/westrock-response-re-conflict-between-ieca-membership-and-its-sustainability-policies/,US,US,North America,WestRock,US,US,North America
https://www.business-humanrights.org/en/latest-news/dow-response-re-conflict-between-ieca-membership-and-its-sustainability-policies/,US,US,North America,Dow Chemical,US,US,North America
https://www.business-humanrights.org/en/latest-news/weyerhaeuser-response-re-conflict-between-ieca-membership-and-its-sustainability-policies/,US,US,North America,Weyerhaeuser,US,US,North America
https://www.business-humanrights.org/en/latest-news/kimberly-clark-response-re-conflict-between-ieca-membership-and-its-sustainability-policies/,US,US,North America,Kimberly-Clark,US,US,North America
https://www.business-humanrights.org/en/latest-news/hengfu-sugar-did-not-respond-to-june-2017-report-on-land-rights-issues-re-sugarcane-plantations-in-preah-vihear-cambodia/,KH,KH,Asia,"Hengfu Group Sugar Industry Co., Ltd.",CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/disney-non-response-re-conflict-between-its-climate-commitments-and-participation-in-us-chamber-of-commerce/,US,US,North America,Walt Disney,US,US,North America
https://www.business-humanrights.org/en/latest-news/nucor-non-response/,US,US,North America,Nucor,US,US,North America
https://www.business-humanrights.org/en/latest-news/koch-industries-non-response/,US,US,North America,Koch Industries,US,US,North America
https://www.business-humanrights.org/en/latest-news/respuesta-de-tahoe-resources-2/,GT,GT,South America,Tahoe Resources (now Pan American Silver),CA,CA,North America
https://www.business-humanrights.org/en/latest-news/tahoe-resources-response-2/,GT,GT,South America,Tahoe Resources (now Pan American Silver),CA,CA,North America
https://www.business-humanrights.org/en/latest-news/alcoa-response-re-conflict-between-ieca-membership-and-its-sustainability-policies/,US,US,North America,Alcoa,US,US,North America
https://www.business-humanrights.org/en/latest-news/respuesta-de-eólica-maya/,MX,MX,South America,Aldesa,ES,ES,Europe
https://www.business-humanrights.org/en/latest-news/black-creek-no-respondió-2/,MX,MX,South America,Black Creek Group,US,US,North America
https://www.business-humanrights.org/en/latest-news/titan-cement-company-sa-did-not-respond-to-eipr-rejoinder/,EG,EG,Africa,Titan Cement,GR,GR,Europe
https://www.business-humanrights.org/en/latest-news/ternium-non-response/,GT,GT,South America,Ternium (part of Techint Group),LU,LU,Europe
https://www.business-humanrights.org/en/latest-news/ternium-no-respondió/,GT,GT,South America,Ternium (part of Techint Group),LU,LU,Europe
https://www.business-humanrights.org/en/latest-news/asus-response/,PH,PH,Asia,Asus Computer Inc.,TW,TW,Asia
https://www.business-humanrights.org/en/latest-news/coil-technology-did-not-respond/,PH,PH,Asia,Coil Technology,TW,TW,Asia
https://www.business-humanrights.org/en/latest-news/recom-power-did-not-respond/,PH,PH,Asia,Recom Power Asia,SG,SG,Asia
https://www.business-humanrights.org/en/latest-news/arrow-electronics-response/,PH,PH,Asia,Arrow Electronics,US,US,North America
https://www.business-humanrights.org/en/latest-news/francisco-partners-did-not-respond/,MX,MX,South America,Francisco Partners,US,US,North America
https://www.business-humanrights.org/en/latest-news/blackstone-group-did-not-respond/,MX,MX,South America,Blackstone,US,US,North America
https://www.business-humanrights.org/en/latest-news/clearsky-did-not-respond/,MX,MX,South America,ClearSky,US,US,North America
https://www.business-humanrights.org/en/latest-news/bear-creek-mining-corps-response/,CA,CA,North America,Bear Creek Mining,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/lapanday-foods-corps-response/,PH,PH,Asia,Lapanday Food Corporation,PH,PH,Asia
https://www.business-humanrights.org/en/latest-news/méxico-juez-decide-que-2-pozos-tienen-altos-niveles-tóxicos-tras-derrame-de-minera-de-grupo-méxico-ong-reporta-impactos-a-la-salud/,MX,MX,South America,Grupo México,MX,MX,South America
https://www.business-humanrights.org/en/latest-news/megatec-did-not-respond/,IN|NP|PH|QA,IN,Asia,Megatec,QA,QA,Asia
https://www.business-humanrights.org/en/latest-news/megatec-did-not-respond/,IN|NP|PH|QA,NP,Asia,Megatec,QA,QA,Asia
https://www.business-humanrights.org/en/latest-news/megatec-did-not-respond/,IN|NP|PH|QA,PH,Asia,Megatec,QA,QA,Asia
https://www.business-humanrights.org/en/latest-news/megatec-did-not-respond/,IN|NP|PH|QA,QA,Asia,Megatec,QA,QA,Asia
https://www.business-humanrights.org/en/latest-news/telkom-kenya-did-not-respond/,KE,KE,Africa,Telkom Kenya,KE,KE,Africa
https://www.business-humanrights.org/en/latest-news/airtel-kenya-did-not-respond/,KE,KE,Africa,Airtel Kenya,KE,KE,Africa
https://www.business-humanrights.org/en/latest-news/respuesta-de-ecopetrol-7/,CO,CO,South America,Ecopetrol,CO,CO,South America
https://www.business-humanrights.org/en/latest-news/baba-ahmadou-group-did-not-respond/,CM,CM,Africa,Baba Ahmadou Group,CM,CM,Africa
https://www.business-humanrights.org/en/latest-news/lg-electronics-response-2/,KR,KR,Asia,LG Electronics (part of LG Corp.),KR,KR,Asia
https://www.business-humanrights.org/en/latest-news/samsung-response-3/,KR,KR,Asia,Samsung Electronics,KR,KR,Asia
https://www.business-humanrights.org/en/latest-news/volkswagen-response-to-allegations-on-labour-issues-at-changchun-faw-volkswagen/,CN,CN,Asia,Volkswagen,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/ترجمة-غير-رسمية-لرد-الجامعة-الأمريكية-بالقاهرة-على-مرصد-الشركات-وحقوق-الإنسان/,EG,EG,Africa,American University in Cairo,EG,EG,Africa
https://www.business-humanrights.org/en/latest-news/egypt-tci-sanmar-chemicalss-response-to-workers-safety-concerns-and-environmental-risks-following-lethal-incidents-at-factory/,EG,EG,Africa,TCI Sanmar Chemicals (Sanmar Group),EG,EG,Africa
https://www.business-humanrights.org/en/latest-news/respuesta-de-nso/,MX,MX,South America,NSO Group,IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/ترجمة-غير-رسمية-وملخص-رد-شركة-تي-سي-اي-سنمار-على-مرصد-الشركات-وحقوق-الإنسان/,EG,EG,Africa,TCI Sanmar Chemicals (Sanmar Group),EG,EG,Africa
https://www.business-humanrights.org/en/latest-news/bank-hapoalim-has-not-responded-re-allegations-of-financing-israeli-settlements/,IL,IL,Asia,Bank Hapoalim BM,IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/bank-of-jerusalem-has-not-responded-re-allegations-of-financing-israeli-settlements/,IL,IL,Asia,Bank of Jerusalem,IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/dexia-has-not-responded-re-allegations-of-financing-israeli-settlements/,IL,IL,Asia,Dexia,BE,BE,Europe
https://www.business-humanrights.org/en/latest-news/first-international-bank-of-israel-fibi-has-not-responded-re-allegations-of-financing-israeli-settlements/,IL,IL,Asia,First International Bank of Israel (FIBI),IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/israel-discount-bank-has-not-responded-re-allegations-of-financing-israeli-settlements/,IL,IL,Asia,Israel Discount Bank,IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/leumi-has-not-responded-re-allegations-of-financing-israeli-settlements/,IL,IL,Asia,Leumi,IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/mizrahi-tefahot-has-not-responded-re-allegations-of-financing-israeli-settlements/,IL,IL,Asia,Mizrahi Tefahot,IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/union-bank-of-israel-igud-has-not-responded-re-allegations-of-financing-israeli-settlements/,IL,IL,Asia,Union Bank of Israel (Igud),IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/respuesta-de-ocensa/,CO,CO,South America,"OCENSA, Oleoducto Central SA (Parte de Ecopetrol)",CO,CO,South America
https://www.business-humanrights.org/en/latest-news/respuesta-de-teck-resources/,CL,CL,South America,Teck Resources,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/response-by-bhp-billiton-2/,CL,CL,South America,BHP,AU,AU,Australia
https://www.business-humanrights.org/en/latest-news/response-by-teck-resources/,CL,CL,South America,Teck Resources,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/non-réponse-damesys/,EG,EG,Africa,Nexa Technologies (formerly Amesys),FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/response-from-arizona-state-retirement-system/,MX,MX,South America,Arizona State Retirement System,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-from-california-public-employees-retirement-system/,MX,MX,South America,California Public Employees' Retirement System,US,US,North America
https://www.business-humanrights.org/en/latest-news/hidrocep-no-respondió/,HN,HN,South America,Hidroeléctrica Centrales El Progreso (Hidrocep),HN,HN,South America
